id,x,y,z
54,-125.63807678222656,-56.148963928222656,-10.042449951171875
54,-121.1963882446289,-59.269378662109375,-9.753826141357422
54,-115.32676696777344,-64.50875854492188,-9.572973251342773
54,-109.74826049804688,-71.7524185180664,-9.19766902923584
54,-106.74612426757812,-77.0654296875,-9.085349082946777
54,-105.39311218261719,-82.15303802490234,-8.97037124633789
54,-101.69634246826172,-86.84354400634766,-8.80742359161377
54,-98.0824203491211,-90.79037475585938,-8.699936866760254
54,-94.3934555053711,-94.10005187988281,-8.528249740600586
54,-90.55693054199219,-96.88929748535156,-8.48471450805664
54,-90.03271484375,-97.90470123291016,-8.53731632232666
54,-91.0003662109375,-99.92110443115234,-8.538406372070312
55,-91.82342529296875,-105.12408447265625,-8.465575218200684
55,-85.04168701171875,-100.13615417480469,-8.337940216064453
55,-83.2641830444336,-99.9967269897461,-8.242473602294922
55,-79.12853240966797,-101.54246520996094,-8.154476165771484
55,-72.3740005493164,-102.89311981201172,-8.081365585327148
55,-69.13365173339844,-105.26265716552734,-7.639232635498047
55,-69.17718505859375,-105.19951629638672,-7.975628852844238
55,-70.21102142333984,-107.51165771484375,-7.804121017456055
56,-63.049644470214844,-102.89584350585938,-8.023176193237305
56,-37.575927734375,-86.93392944335938,-9.316751480102539
56,-36.645484924316406,-87.50235748291016,-9.523216247558594
56,-35.64505386352539,-89.03026580810547,-9.864984512329102
57,-31.165185928344727,-88.69438934326172,-10.597002029418945
57,-33.489376068115234,-85.00959777832031,-9.44240665435791
57,-26.562580108642578,-80.59481048583984,-9.062393188476562
57,-21.988386154174805,-78.62179565429688,-9.402910232543945
57,-17.190013885498047,-83.87092590332031,-8.923908233642578
